time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210601,新吴,晴-阵雨,29,21,33,1,东南风,4级,优
20210602,新吴,阴-阵雨,26,21,24,1,东南风,4级,优
20210603,新吴,阴-阵雨,26,19,63,2,西北风,3级,良
20210604,新吴,阴-多云,26,18,53,2,西南风,3级,良
20210605,新吴,晴,32,19,64,2,西南风,3级,良
20210606,新吴,晴,33,19,88,2,南风,3级,良
20210607,新吴,阴-多云,35,21,66,2,东南风,3级,良
20210608,新吴,阴-多云,30,24,36,1,东南风,3级,优
20210609,新吴,阴-雷阵雨,32,24,46,1,东南风,3级,优
20210610,新吴,阴,28,24,29,1,东南风,2级,优
20210611,新吴,阴-多云,32,23,82,2,东北风,2级,良
20210612,新吴,多云-雷阵雨,33,24,41,1,东南风,3级,优
20210613,新吴,阴-小雨,28,25,32,1,西南风,2级,优
20210614,新吴,阴-小雨,31,25,48,1,东南风,2级,优
20210615,新吴,阴-小雨,33,24,38,1,西南风,3级,优
20210616,新吴,阴-雷阵雨,29,23,34,1,东北风,3级,优
20210617,新吴,小雨,26,24,32,1,东风,2级,优
20210618,新吴,阴-小雨,26,22,48,1,北风,2级,优
20210619,新吴,小雨-阴,23,20,31,1,东南风,2级,优
20210620,新吴,阴-多云,29,19,54,2,东南风,2级,良
20210621,新吴,多云-晴,31,21,66,2,东南风,2级,良
20210622,新吴,晴-多云,32,20,60,2,东南风,2级,良
20210623,新吴,晴-多云,34,21,57,2,东南风,2级,良
20210624,新吴,多云,34,23,58,2,东南风,3级,良
20210625,新吴,多云-雷阵雨,33,24,54,2,东南风,4级,良
20210626,新吴,阴-小雨,28,24,30,1,东南风,3级,优
20210627,新吴,阴-小雨,26,23,34,1,东南风,2级,优
20210628,新吴,阴-多云,30,23,23,1,东北风,3级,优
20210629,新吴,多云,31,24,46,1,东南风,2级,优
20210630,新吴,阴-多云,31,24,31,1,东南风,3级,优
20210701,新吴,阴-中雨,32,25,27,1,东南风,3级,优
20210702,新吴,小雨-中雨,28,25,25,1,东南风,3级,优
20210703,新吴,阴-大雨,31,25,35,1,西南风,3级,优
